name,price
Applebee's,326
Starbucks,194
Wonder Bread,438
Papadopoulos,188
Tic Tac,134
Wendy's,291
Secret Recipe,229
Nesquik,298
Andy Capp's fries,96
Subway,413
Red Lobster,312
Kinder,306
KFC,415
Nabisco,68
Wendy's,76
Domino,422
Doritos,182
Kinder,76
Starbucks,436
Sun-Pat,83
Wonder Bread,406
Vitta Foods,430
Kits,427
KFC,76
Tic Tac,438
Olymel,73
Secret Recipe,422
Lavazza,232
M&M Food Market,198
Pizza Hut,312
Sun-Pat,270
Subway,416
Bewley's,135
Knorr,499
Lavazza,74
Andy Capp's fries,415
Cheetos,139
Wonder Bread,233
Sun-Pat,130
Papadopoulos,92
Tic Tac,133
Olymel,120
Tic Tac,227
Papadopoulos,439
KFC,338
Cheetos,299
Cheetos,68
Domino,459
McDonald's,113
Nesquik,438
Applebee's,478
Doritos,415
Olymel,218
LEonidas,97
Burger King,475
Betty Crocker,234
Magnum,181
Soprole,245
Secret Recipe,108
KFC,205
Andy Capp's fries,488
Kits,369
LEonidas,102
Cobblestone,246
Bewley's,274
Starbucks,269
Carib Brewery,342
Carib Brewery,460
Cheetos,213
Vitta Foods,272
Magnum,236
Domino,499
Tic Tac,77
Bewley's,131
Cobblestone,59
M&M Food Market,218
Red Lobster,391
Red Lobster,60
Starbucks,497
Nabisco,85
Kinder,112
Lavazza,464
Kinder,179
Cobblestone,123
Olymel,413
Vitta Foods,477
Dr. Oetker,251
Papadopoulos,163
Papadopoulos,75
Knorr,286
Pizza Hut,121
Nesquik,374
Starbucks,286
Subway,191
Domino,83
Wendy's,268
Baskin robbins,447
Domino,356
Kits,286
Vitta Foods,310
Soprole,308
Applebee's,281
Kits,341
Red Lobster,387
Nabisco,474
McDonald's,427
Dr. Oetker,365
Doritos,444
Wendy's,339
Wendy's,282
Applebee's,59
Soprole,104
Heinz,261
Magnum,179
Applebee's,429
Red Lobster,51
Nesquik,169
Heinz,410
Olymel,321
Dunkin' Donuts,164
Cobblestone,293
Carib Brewery,279
LEonidas,129
Cobblestone,246
Olymel,311
Andy Capp's fries,233
McDonald's,246
LEonidas,366
Tic Tac,439
Soprole,318
Knorr,463
Betty Crocker,225
Bewley's,271
Bewley's,448
Starbucks,454
Doritos,238
Applebee's,394
Red Lobster,254
KFC,140
Taco Bell,326
Baskin robbins,219
Nesquik,232
Olymel,406
McDonald's,348
Andy Capp's fries,93
KFC,187
Starbucks,76
Burger King,230
Betty Crocker,360
Betty Crocker,88
Domino,251
Papadopoulos,176
Tic Tac,158
Burger King,382
Nabisco,108
Betty Crocker,349
Cobblestone,98
Domino,256
Magnum,209
Red Lobster,478
Applebee's,82
Red Lobster,412
Vitta Foods,230
Taco Bell,468
Lavazza,407
Andy Capp's fries,162
Burger King,255
Olymel,359
Knorr,421
Papadopoulos,474
Pizza Hut,391
Burger King,298
Cobblestone,172
Applebee's,397
M&M Food Market,481
M&M Food Market,241
Cheetos,416
Carib Brewery,214
Nabisco,377
Cobblestone,263
Doritos,270
Wonder Bread,250
Domino,280
Nabisco,439
KFC,397
Sun-Pat,494
Magnum,168
LEonidas,156
Dunkin' Donuts,344
Cheetos,360
Burger King,395
Cobblestone,225
Red Lobster,161
Betty Crocker,329
Lavazza,413
Domino,100
McDonald's,75
Nabisco,446
Pizza Hut,490
Carib Brewery,419
Kinder,102
Knorr,422
Cobblestone,320
M&M Food Market,149
Nabisco,434
Soprole,315
Bel Group,332
Kits,470
Dr. Oetker,50
Nabisco,142
Bewley's,324
McDonald's,106
Cobblestone,277
Cheetos,395
Wendy's,364
Tic Tac,351
Taco Bell,343
Dunkin' Donuts,184
KFC,276
Kits,321
Dunkin' Donuts,296
Pizza Hut,279
Carib Brewery,434
Tic Tac,444
Applebee's,188
Soprole,214
Bewley's,450
Carib Brewery,244
Sun-Pat,371
McDonald's,425
Nesquik,425
Red Lobster,291
Applebee's,71
Kinder,322
Applebee's,391
Wendy's,345
Vitta Foods,335
Taco Bell,138
Nabisco,496
Kinder,263
Dunkin' Donuts,321
Betty Crocker,371
Applebee's,275
KFC,350
LEonidas,146
Andy Capp's fries,145
Wendy's,146
Cheetos,415
Lavazza,432
Papadopoulos,69
Magnum,163
Starbucks,157
Secret Recipe,78
Wonder Bread,97
Cobblestone,445
Red Lobster,330
Andy Capp's fries,60
Olymel,282
Kits,268
Taco Bell,268
Nesquik,214
Kinder,394
Carib Brewery,407
Dunkin' Donuts,382
Dr. Oetker,386
Knorr,218
Cheetos,495
Dunkin' Donuts,229
Soprole,288
Wonder Bread,461
Carib Brewery,421
Cobblestone,363
Wendy's,76
Papadopoulos,491
Kinder,484
Bewley's,437
Subway,66
KFC,254
Nabisco,108
Dr. Oetker,277
Wonder Bread,354
Vitta Foods,312
Kinder,425
Dr. Oetker,361
Pizza Hut,403
Magnum,290
Kits,339
Wonder Bread,181
Kinder,200
Betty Crocker,57
Bel Group,352
Soprole,133
Wendy's,494
Carib Brewery,244
Kits,139
Olymel,309
Pizza Hut,458
McDonald's,235
Tic Tac,389
Andy Capp's fries,126
Nutella,428
Sun-Pat,159
Dr. Oetker,145
Heinz,341
Dunkin' Donuts,335
Burger King,449
Pizza Hut,115
Bel Group,381
Vitta Foods,395
LEonidas,68
Bewley's,375
Sun-Pat,126
Sun-Pat,154
Dr. Oetker,124
Baskin robbins,492
Burger King,173
Andy Capp's fries,316
Nesquik,239
Kits,258
Kinder,404
Red Lobster,245
Heinz,242
Betty Crocker,179
Red Lobster,150
Andy Capp's fries,395
Domino,97
Olymel,332
Burger King,131
Red Lobster,248
Sun-Pat,466
Kinder,329
McDonald's,345
Red Lobster,117
Nabisco,399
Kinder,420
Andy Capp's fries,276
Bewley's,407
Knorr,193
KFC,140
Wonder Bread,195
Wendy's,474
McDonald's,217
Taco Bell,192
Nesquik,67
Olymel,469
Red Lobster,330
Knorr,96
Bewley's,310
Nutella,110
Red Lobster,330
Kits,243
Olymel,427
Carib Brewery,472
Pizza Hut,219
Heinz,93
Bel Group,54
Kinder,189
Starbucks,96
Nesquik,111
Nesquik,453
Kinder,132
M&M Food Market,94
Sun-Pat,73
Andy Capp's fries,335
Kits,167
Wonder Bread,408
Applebee's,397
Bel Group,316
Bewley's,349
Subway,320
KFC,377
Bel Group,84
Doritos,139
LEonidas,283
Red Lobster,336
Domino,405
Wendy's,193
LEonidas,447
Magnum,92
Nabisco,68
Bel Group,380
Cobblestone,286
Doritos,253
Kinder,172
Kits,188
Lavazza,253
Tic Tac,282
KFC,193
KFC,286
Burger King,237
Cheetos,119
Burger King,238
Heinz,321
Betty Crocker,350
Red Lobster,218
Betty Crocker,345
Domino,158
Cobblestone,146
Wonder Bread,376
Pizza Hut,154
Olymel,188
Cheetos,453
Subway,54
KFC,276
Pizza Hut,166
Vitta Foods,186
Andy Capp's fries,413
LEonidas,99
Secret Recipe,456
Soprole,94
Andy Capp's fries,211
Carib Brewery,354
Taco Bell,363
Wendy's,326
Olymel,380
Nutella,141
Dr. Oetker,132
Nabisco,125
Doritos,290
Baskin robbins,405
Andy Capp's fries,174
Secret Recipe,471
Burger King,258
Applebee's,335
Andy Capp's fries,151
Nutella,276
Applebee's,173
Taco Bell,416
Nabisco,405
Lavazza,313
Applebee's,193
Cobblestone,336
Lavazza,387
Dr. Oetker,272
LEonidas,229
Burger King,396
Betty Crocker,471
Burger King,228
Kits,112
Bel Group,85
Soprole,218
KFC,479
Magnum,233
Red Lobster,444
Sun-Pat,242
KFC,454
Olymel,296
Heinz,207
Vitta Foods,346
M&M Food Market,352
Secret Recipe,267
Kits,173
Heinz,113
Bewley's,78
Knorr,122
Bewley's,91
Papadopoulos,173
Tic Tac,331
Pizza Hut,215
Magnum,472
Taco Bell,173
Tic Tac,111
Domino,284
M&M Food Market,149
Baskin robbins,85
Domino,230
Taco Bell,311
Betty Crocker,155
Secret Recipe,349
Dr. Oetker,356
Andy Capp's fries,113
Kinder,258
Andy Capp's fries,429
Lavazza,458
Andy Capp's fries,124
Vitta Foods,314
Knorr,342
Baskin robbins,67
Sun-Pat,469
Magnum,176
Taco Bell,281
Nutella,394
Soprole,207
Taco Bell,478
McDonald's,335
Cobblestone,370
Red Lobster,110
Bel Group,231
Nabisco,232
Domino,328
Dr. Oetker,356
Taco Bell,490
Nesquik,433
Taco Bell,455
Domino,378
Sun-Pat,218
Tic Tac,441
Baskin robbins,121
Nabisco,170
Bewley's,195
Secret Recipe,235
Wonder Bread,70
Knorr,166
Pizza Hut,370
Pizza Hut,375
Heinz,144
Cheetos,136
Baskin robbins,442
Vitta Foods,471
Dunkin' Donuts,440
Heinz,338
McDonald's,399
Wendy's,475
Tic Tac,205
Wendy's,97
Olymel,488
Andy Capp's fries,112
Secret Recipe,384
Subway,272
Baskin robbins,432
Cheetos,430
Papadopoulos,378
KFC,233
Nutella,347
Bewley's,164
Olymel,179
Sun-Pat,444
Papadopoulos,347
Nutella,330
Kinder,456
Wonder Bread,61
Doritos,174
Taco Bell,419
Taco Bell,199
Tic Tac,221
M&M Food Market,265
Magnum,413
Pizza Hut,477
Baskin robbins,396
Knorr,324
Kinder,138
M&M Food Market,387
Nutella,451
Lavazza,403
M&M Food Market,344
Knorr,345
Cheetos,152
Domino,254
Baskin robbins,157
Olymel,100
Tic Tac,307
Heinz,213
Andy Capp's fries,368
Cheetos,411
McDonald's,310
Taco Bell,114
Betty Crocker,238
Tic Tac,141
Burger King,479
Lavazza,343
Domino,394
Soprole,149
Taco Bell,470
Wendy's,309
Lavazza,469
Magnum,447
LEonidas,379
Bewley's,260
Wonder Bread,157
Carib Brewery,145
Wonder Bread,301
Secret Recipe,63
Nesquik,358
Starbucks,71
Pizza Hut,160
Kinder,132
Starbucks,289
Dunkin' Donuts,91
Knorr,304
Magnum,378
Doritos,456
Domino,300
Betty Crocker,344
Taco Bell,71
Andy Capp's fries,227
Heinz,132
Tic Tac,114
Nabisco,454
Cheetos,362
Nesquik,438
Kits,484
Red Lobster,100
Starbucks,331
Wendy's,73
Carib Brewery,346
Sun-Pat,429
Burger King,211
Papadopoulos,278
Nesquik,382
Bel Group,258
Baskin robbins,424
Pizza Hut,487
Domino,430
Cobblestone,382
Secret Recipe,388
Sun-Pat,119
Domino,476
Andy Capp's fries,379
Doritos,201
Dunkin' Donuts,114
Dunkin' Donuts,278
Vitta Foods,54
Betty Crocker,477
Betty Crocker,278
Sun-Pat,379
Heinz,377
Burger King,337
Bewley's,151
M&M Food Market,157
Andy Capp's fries,74
Secret Recipe,168
Betty Crocker,196
Kinder,258
Pizza Hut,265
Doritos,403
Magnum,399
Carib Brewery,102
Magnum,327
Tic Tac,216
Red Lobster,275
Carib Brewery,414
Nesquik,302
Vitta Foods,453
Soprole,420
Red Lobster,251
Baskin robbins,254
Andy Capp's fries,319
Knorr,224
Bewley's,338
Applebee's,189
LEonidas,175
Magnum,429
Nutella,55
Dunkin' Donuts,192
Magnum,104
Lavazza,147
Kinder,121
Vitta Foods,274
Dr. Oetker,138
Lavazza,112
Bewley's,299
Bel Group,156
Dunkin' Donuts,211
Nesquik,268
Subway,241
Tic Tac,149
Wonder Bread,449
KFC,414
Applebee's,170
Dunkin' Donuts,478
Bel Group,231
Applebee's,90
Carib Brewery,468
Wonder Bread,283
Sun-Pat,200
Nabisco,298
Subway,427
LEonidas,56
Wendy's,314
Red Lobster,301
Nutella,121
Kinder,230
Bel Group,112
Magnum,119
Nabisco,120
Papadopoulos,448
Taco Bell,234
Starbucks,202
Taco Bell,129
Dr. Oetker,369
KFC,311
Knorr,476
Olymel,191
KFC,299
Cobblestone,461
Heinz,229
Kits,87
Kinder,92
Pizza Hut,318
Knorr,476
Nesquik,166
Subway,264
Magnum,206
Applebee's,441
Vitta Foods,152
Domino,426
Burger King,272
Sun-Pat,198
Secret Recipe,88
Red Lobster,472
Red Lobster,170
Knorr,190
Lavazza,102
Magnum,261
Pizza Hut,406
Vitta Foods,482
Cobblestone,140
M&M Food Market,358
Subway,219
Baskin robbins,429
Secret Recipe,82
M&M Food Market,91
Domino,482
Vitta Foods,306
Cheetos,369
Heinz,177
Pizza Hut,454
Bewley's,426
Burger King,489
Nesquik,367
Papadopoulos,287
McDonald's,122
Bel Group,273
McDonald's,157
Starbucks,467
Kinder,467
Vitta Foods,214
Sun-Pat,105
Andy Capp's fries,384
Tic Tac,229
Dr. Oetker,163
Wendy's,346
Wendy's,359
LEonidas,247
Domino,394
Bel Group,191
Bel Group,240
Cobblestone,404
LEonidas,249
Knorr,481
Domino,374
Andy Capp's fries,294
Andy Capp's fries,437
Cobblestone,60
Subway,332
Olymel,357
Nesquik,372
Taco Bell,173
Papadopoulos,429
Dr. Oetker,306
Nutella,76
Heinz,105
Andy Capp's fries,375
Andy Capp's fries,290
Kinder,425
Taco Bell,149
Nutella,453
KFC,245
LEonidas,255
Applebee's,113
Lavazza,296
Dr. Oetker,418
M&M Food Market,309
Olymel,295
Tic Tac,69
Bel Group,377
Subway,169
Kinder,230
KFC,301
Tic Tac,476
Red Lobster,406
Applebee's,248
Carib Brewery,478
Betty Crocker,151
Betty Crocker,101
Doritos,81
Tic Tac,57
Red Lobster,219
Starbucks,486
Papadopoulos,90
Papadopoulos,103
Andy Capp's fries,50
LEonidas,421
KFC,338
Tic Tac,291
McDonald's,55
LEonidas,67
KFC,306
LEonidas,375
Bewley's,338
Heinz,485
Betty Crocker,391
Cobblestone,136
Tic Tac,170
Kits,346
McDonald's,482
Kinder,403
Burger King,84
Baskin robbins,489
Tic Tac,162
Wendy's,110
Lavazza,158
Sun-Pat,361
Cheetos,417
Kits,336
Magnum,128
Nabisco,449
Subway,302
Lavazza,455
Andy Capp's fries,220
Vitta Foods,350
LEonidas,141
Kinder,294
Applebee's,408
Sun-Pat,440
Domino,317
Tic Tac,272
Sun-Pat,349
M&M Food Market,288
Dr. Oetker,341
Doritos,75
Red Lobster,238
Knorr,199
Bewley's,113
McDonald's,435
Soprole,153
Secret Recipe,269
Secret Recipe,206
Taco Bell,122
Red Lobster,80
Soprole,360
Olymel,141
Red Lobster,144
Cobblestone,379
Bel Group,330
Vitta Foods,419
Bewley's,56
Andy Capp's fries,452
Cheetos,123
Lavazza,365
Magnum,429
Secret Recipe,394
Baskin robbins,144
Subway,214
Red Lobster,175
Nesquik,248
Cobblestone,86
KFC,56
Tic Tac,496
Nabisco,339
Wendy's,51
Starbucks,442
Starbucks,457
Cheetos,184
Magnum,231
Tic Tac,223
Magnum,278
Bel Group,439
Pizza Hut,243
Kits,495
KFC,479
Papadopoulos,491
McDonald's,282
McDonald's,351
Carib Brewery,346
Kinder,265
KFC,368
Doritos,411
Vitta Foods,243
Tic Tac,156
Soprole,492
Taco Bell,406
Wonder Bread,378
Sun-Pat,416
Magnum,83
Sun-Pat,244
KFC,154
Soprole,76
Cheetos,454
Lavazza,222
Wonder Bread,414
Nabisco,119
Pizza Hut,228
Domino,97
Magnum,254
Nutella,480
LEonidas,421
Bel Group,475
Wonder Bread,384
LEonidas,399
Starbucks,359
Knorr,50
Kinder,320
Taco Bell,369
Applebee's,333
Cobblestone,77
Kits,267
Knorr,464
Betty Crocker,229
Burger King,53
Subway,286
Applebee's,215
Dr. Oetker,352
Tic Tac,96
Vitta Foods,395
Dunkin' Donuts,376
Cobblestone,314
McDonald's,372
Vitta Foods,150
Nesquik,396
Knorr,380
Nesquik,135
Nesquik,429
Starbucks,86
Applebee's,202
Olymel,51
Cobblestone,306
McDonald's,211
Doritos,266
Knorr,212
Bewley's,251
Bewley's,150
Vitta Foods,325
Bewley's,265
Applebee's,101
Vitta Foods,290
Subway,343
Dr. Oetker,297
Wonder Bread,412
Bel Group,197
Heinz,404
Nesquik,335
LEonidas,344
Wonder Bread,389
Carib Brewery,112
Kinder,265
Wonder Bread,392
Kinder,229
Applebee's,449
Red Lobster,278
Nesquik,234
Carib Brewery,445
Pizza Hut,344
Soprole,351
Wonder Bread,473
KFC,448
Nabisco,276
LEonidas,474
Cobblestone,96
Dunkin' Donuts,193
Red Lobster,493
Pizza Hut,431
Carib Brewery,265
Baskin robbins,281
Sun-Pat,393
Taco Bell,287
M&M Food Market,383
Nabisco,216
Doritos,153
Bel Group,467
Nutella,379
Lavazza,118
Olymel,113
Bel Group,449
Olymel,91
Kits,452
Nabisco,453
Secret Recipe,103
Kinder,161
Heinz,454
McDonald's,145
Kits,340
Pizza Hut,237
Secret Recipe,271
Subway,144
Bel Group,98
Knorr,372
Wonder Bread,264
Dunkin' Donuts,154
Dunkin' Donuts,476
Nabisco,164
Cobblestone,285
Doritos,346
Subway,361
Domino,97
Lavazza,251
Domino,210
Burger King,371
Andy Capp's fries,365
Betty Crocker,399
Knorr,388
M&M Food Market,487
Knorr,479
Kinder,286
McDonald's,419
Cheetos,406
M&M Food Market,429
Andy Capp's fries,165
Starbucks,288
KFC,378
Baskin robbins,321
Kits,128
Tic Tac,411
Andy Capp's fries,271
Secret Recipe,355
Heinz,472
Cheetos,444
Nesquik,265
Dunkin' Donuts,213
Andy Capp's fries,386
Sun-Pat,390
Olymel,329
Sun-Pat,298
Knorr,318
Doritos,120
Knorr,116
Betty Crocker,64
Dunkin' Donuts,158
Doritos,245
Nesquik,67
Subway,300
Nabisco,420
Wendy's,292
Cobblestone,372
Bewley's,133
Sun-Pat,282
Knorr,137
Nesquik,219
Wonder Bread,243
Taco Bell,191
KFC,81
Heinz,114
Knorr,342
Olymel,246
Nabisco,438
Betty Crocker,144
Bel Group,339
Domino,74
Papadopoulos,214
M&M Food Market,90
Nabisco,111
Tic Tac,276
Taco Bell,193
Secret Recipe,303
Nutella,169
Magnum,172
Starbucks,406
Carib Brewery,146
Bewley's,86
Applebee's,218
Lavazza,448
Cheetos,442
Wonder Bread,230
Bel Group,143
Bewley's,79
Knorr,72
Knorr,255
Carib Brewery,416
Red Lobster,183
M&M Food Market,286
Lavazza,328
Papadopoulos,486
Kinder,277
Cobblestone,259
Taco Bell,161
Secret Recipe,253
Pizza Hut,150
Soprole,203
Dunkin' Donuts,493
Carib Brewery,114
Kits,90
Knorr,430
Burger King,399
Burger King,244
Doritos,172
Wendy's,255
Cheetos,254
Wendy's,383
Lavazza,280
Knorr,456
Carib Brewery,407
Dunkin' Donuts,268
Betty Crocker,225
Andy Capp's fries,325
Soprole,385
Dr. Oetker,151
Red Lobster,254
Cheetos,167
Heinz,355
Taco Bell,168
Kits,449
Betty Crocker,177
Nabisco,428
Vitta Foods,468
Red Lobster,495
Applebee's,114
Dr. Oetker,136
Kits,169
Domino,204
Carib Brewery,63
Nesquik,422
Doritos,482
Nesquik,400
Bel Group,61
Applebee's,391
Vitta Foods,357
Vitta Foods,307
Knorr,137
Kinder,215
Nabisco,466
Burger King,380
Wonder Bread,381
Betty Crocker,57
Carib Brewery,54
Wonder Bread,139
Magnum,249
M&M Food Market,282
Dr. Oetker,158
Olymel,409
Olymel,259
M&M Food Market,475
KFC,249
Kinder,183
Olymel,310
Lavazza,441
Nabisco,81
Nesquik,119
Sun-Pat,219
Burger King,487
Red Lobster,92
Doritos,159
Sun-Pat,406
KFC,279
Carib Brewery,250
Burger King,318
Wendy's,155
Red Lobster,400
Cobblestone,263
Heinz,485
Doritos,260
Knorr,272
Dunkin' Donuts,285
Vitta Foods,388
Lavazza,250
Nutella,398
Magnum,144
M&M Food Market,84
Betty Crocker,204
Secret Recipe,116
McDonald's,287
Red Lobster,380
Dr. Oetker,392
Tic Tac,499
Tic Tac,195
Magnum,112
LEonidas,252
Subway,377
Bel Group,144
M&M Food Market,99
Magnum,132
Dr. Oetker,337
Taco Bell,340
Betty Crocker,411
Sun-Pat,104
Wendy's,497
Dr. Oetker,342
Domino,127
Bel Group,97
Cobblestone,452
Andy Capp's fries,484
Starbucks,58
Sun-Pat,395
Red Lobster,217
KFC,444
Magnum,297
Bewley's,140
Cobblestone,195
Lavazza,308
Olymel,279
Applebee's,73
Pizza Hut,388
Secret Recipe,419
Applebee's,468
Applebee's,95
Cheetos,118
Tic Tac,363
Domino,438
Secret Recipe,116
Wendy's,397
Domino,230
Tic Tac,389
Secret Recipe,261
Nabisco,482
Cobblestone,111
Magnum,356
Nutella,421
Nutella,326
M&M Food Market,106
Soprole,413
Heinz,169
Pizza Hut,425
Wonder Bread,350
Andy Capp's fries,75
Betty Crocker,255
Wendy's,145
LEonidas,239
Kits,313
Olymel,327
Domino,425
LEonidas,56
M&M Food Market,434
Subway,405
Nabisco,70
Heinz,423
Bel Group,130
Burger King,140
Applebee's,133
Wendy's,64
Lavazza,334
Heinz,134
Red Lobster,442
Nesquik,319
Nesquik,269
Betty Crocker,193
Burger King,489
Andy Capp's fries,445
Nabisco,399
Andy Capp's fries,286
Taco Bell,325
Burger King,333
Bel Group,466
Olymel,427
Betty Crocker,212
Domino,443
LEonidas,119
Bel Group,418
Kinder,225
Magnum,377
Bewley's,360
Andy Capp's fries,388
Subway,261
Wonder Bread,180
McDonald's,299
Vitta Foods,141
Papadopoulos,272
Cheetos,382
Red Lobster,122
Nutella,175
Doritos,175
Magnum,390
Kinder,451
Bewley's,173
Soprole,434
Knorr,428
Vitta Foods,470
Heinz,434
KFC,353
Lavazza,407
Papadopoulos,454
Cobblestone,150
Wonder Bread,156
Lavazza,82
Andy Capp's fries,287
Sun-Pat,446
Cheetos,288
Kinder,256
Tic Tac,462
Doritos,224
Soprole,108
LEonidas,342
Soprole,108
Nabisco,314
Doritos,334
Heinz,289
Magnum,106
Betty Crocker,403
KFC,318
Lavazza,414
Taco Bell,356
M&M Food Market,133
Nabisco,480
Pizza Hut,246
Starbucks,198
Applebee's,60
Vitta Foods,483
Carib Brewery,226
Cobblestone,358
McDonald's,168
Wendy's,392
Pizza Hut,66
Soprole,86
Kits,204
Betty Crocker,166
Papadopoulos,172
Taco Bell,453
Knorr,66
Papadopoulos,226
Wonder Bread,392
Betty Crocker,410
Doritos,218
Dunkin' Donuts,399
LEonidas,430
Kinder,214
Cheetos,165
Carib Brewery,95
Magnum,401
Secret Recipe,306
Domino,122
Starbucks,62
Andy Capp's fries,333
Magnum,371
Cheetos,82
Nesquik,69
Tic Tac,466
Subway,385
McDonald's,139
Kits,497
Wonder Bread,477
Papadopoulos,151
Secret Recipe,233
Heinz,166
Olymel,253
Carib Brewery,78
Soprole,479
KFC,160
Tic Tac,378
Baskin robbins,80
Taco Bell,469
Secret Recipe,271
Soprole,51
McDonald's,292
Applebee's,205
M&M Food Market,324
Soprole,192
Olymel,279
Dunkin' Donuts,347
Soprole,165
Knorr,299
Papadopoulos,58
Applebee's,75
Cobblestone,462
Applebee's,65
Tic Tac,398
Kits,497
Burger King,256
Dunkin' Donuts,60
McDonald's,181
Nutella,164
Subway,425
Tic Tac,265
Lavazza,232
Betty Crocker,241
M&M Food Market,147
Applebee's,446
Nabisco,53
Wonder Bread,180
McDonald's,351
Doritos,310
Taco Bell,474
Cheetos,419
Taco Bell,375
Starbucks,373
Tic Tac,329
Dr. Oetker,247
Lavazza,312
Subway,364
Dr. Oetker,277
Soprole,460
Baskin robbins,304
Burger King,343
Betty Crocker,131
Betty Crocker,242
Kits,208
Papadopoulos,422
M&M Food Market,200
Doritos,202
Lavazza,65
KFC,331
Papadopoulos,74
Taco Bell,490
Kits,302
Taco Bell,341
Bewley's,364
Baskin robbins,52
Vitta Foods,397
Burger King,492
McDonald's,421
Kinder,214
Vitta Foods,255
Andy Capp's fries,281
Nesquik,200
Knorr,54
Starbucks,469
Cobblestone,108
LEonidas,87
Wonder Bread,88
Wendy's,255
M&M Food Market,147
Dunkin' Donuts,102
Doritos,212
Nabisco,279
Tic Tac,425
Starbucks,375
Knorr,289
Applebee's,304
Andy Capp's fries,79
Wonder Bread,70
Tic Tac,374
Soprole,287
Betty Crocker,412
Lavazza,497
Burger King,444
Pizza Hut,208
Vitta Foods,72
Nabisco,423
Soprole,429
Betty Crocker,184
Subway,318
Cheetos,498
Nesquik,119
Nesquik,414
Baskin robbins,52
Burger King,196
Doritos,483
LEonidas,443
Cheetos,102
Lavazza,448
Wendy's,154
Carib Brewery,495
Domino,294
Bewley's,402
Secret Recipe,121
Knorr,420
Secret Recipe,93
Betty Crocker,174
Bel Group,379
Wonder Bread,326
Doritos,297
Tic Tac,241
Domino,75
Andy Capp's fries,55
Cheetos,209
Lavazza,321
McDonald's,445
Secret Recipe,74
Papadopoulos,264
Taco Bell,307
Wonder Bread,192
McDonald's,492
Dr. Oetker,317
Kinder,316
Red Lobster,189
Sun-Pat,390
Doritos,379
Olymel,253
Pizza Hut,343
Papadopoulos,227
Starbucks,380
Cobblestone,476
Magnum,159
Cobblestone,238
Heinz,366
Betty Crocker,399
Olymel,427
Red Lobster,225
Kinder,441
Bel Group,439
Kinder,81
Magnum,120
Bewley's,313
Starbucks,393
Doritos,429
Andy Capp's fries,438
KFC,117
Doritos,352
Applebee's,301
Dr. Oetker,462
Bel Group,322
Heinz,275
Taco Bell,429
LEonidas,439
Papadopoulos,405
Wonder Bread,278
Pizza Hut,349
Lavazza,414
Nutella,123
Red Lobster,154
Lavazza,304
Soprole,480
Kinder,452
Knorr,66
Dr. Oetker,290
Wonder Bread,267
Doritos,206
M&M Food Market,241
Subway,188
M&M Food Market,451
Wendy's,64
Nabisco,458
Burger King,126
Cheetos,176
Heinz,447
Bewley's,425
Lavazza,470
LEonidas,365
Starbucks,425
Cheetos,344
Wendy's,289
Soprole,495
Wonder Bread,466
Heinz,68
Kits,472
Papadopoulos,327
Taco Bell,194
Red Lobster,189
Cobblestone,415
Papadopoulos,436
Burger King,296
Bel Group,168
Heinz,300
Baskin robbins,397
Betty Crocker,454
Taco Bell,250
Knorr,478
Starbucks,268
Secret Recipe,161
McDonald's,278
Pizza Hut,245
Red Lobster,431
Lavazza,107
Subway,61
Soprole,168
Pizza Hut,83
Secret Recipe,326
Nabisco,258
Subway,255
Red Lobster,428
Heinz,63
Bel Group,125
Wonder Bread,88
Heinz,322
Domino,378
Applebee's,86
Secret Recipe,56
McDonald's,493
Cobblestone,231
Nutella,347
Subway,100
Kits,280
Papadopoulos,259
Baskin robbins,149
Soprole,237
Red Lobster,436
Kinder,351
Soprole,202
Dr. Oetker,71
Domino,171
Lavazza,352
LEonidas,495
Bel Group,181
Betty Crocker,182
Baskin robbins,162
Baskin robbins,444
Taco Bell,293
Taco Bell,354
Applebee's,390
Dunkin' Donuts,469
KFC,302
Starbucks,60
Papadopoulos,111
Kinder,334
Secret Recipe,118
Magnum,178
Vitta Foods,338
Secret Recipe,323
Papadopoulos,78
Bel Group,154
Doritos,428
Carib Brewery,259
Subway,197
Secret Recipe,276
Nesquik,69
Lavazza,235
Wonder Bread,282
Cobblestone,402
Heinz,302
Cheetos,108
Bel Group,112
Applebee's,487
Burger King,430
Nutella,457
Nabisco,479
Dr. Oetker,460
McDonald's,234
Nabisco,98
Cheetos,240
Bewley's,138
Magnum,289
Papadopoulos,163
Heinz,232
Starbucks,245
Cobblestone,288
Magnum,484
M&M Food Market,102
Applebee's,299
Knorr,106
Kinder,247
Wonder Bread,233
Subway,120
Starbucks,252
Starbucks,497
Subway,146
Cobblestone,211
Magnum,170
Secret Recipe,375
Sun-Pat,385
Olymel,61
Vitta Foods,270
M&M Food Market,364
Baskin robbins,133
Secret Recipe,227
Burger King,357
Bel Group,203
Pizza Hut,183
Heinz,237
Bel Group,214
Lavazza,203
McDonald's,448
Dr. Oetker,98
Red Lobster,259
Baskin robbins,198
Magnum,164
KFC,93
KFC,53
Cheetos,460
Magnum,309
Kinder,368
Baskin robbins,277
LEonidas,318
KFC,489
Vitta Foods,287
Cheetos,449
Cheetos,163
Pizza Hut,427
Papadopoulos,86
Cobblestone,265
Cheetos,348
Kinder,492
LEonidas,130
Bewley's,125
Wonder Bread,222
Magnum,446
M&M Food Market,356
Cobblestone,343
Red Lobster,499
Cobblestone,301
